Name,pos_m0_1,pos_m0_2,pos_m0_3,pos_m0_4,pos_m0_5,pos_m0_6,pos_m100_1,pos_m100_2,pos_m100_3,pos_m100_4,pos_m100_5,pos_m100_6,pos_m200_1,pos_m200_2,pos_m200_3,pos_m200_4,pos_m200_5,pos_m200_6,pos_m300_1,pos_m300_2,pos_m300_3,pos_m300_4,pos_m300_5,pos_m300_6,pos_m500_1,pos_m500_2,pos_m500_3,pos_m500_4,pos_m500_5,pos_m500_6,pos_m700_1,pos_m700_2,pos_m700_3,pos_m700_4,pos_m700_5,pos_m700_6,TARGET
Schisandrin C,699531.8183,1383293.116,1453935.269,1860666.684,909297.6752,1069069.884,1955384.16,2314024.202,1782584.223,2200104.664,1788413.89,2604649.766,2345040.42,1976794.114,2299925.689,2223165.351,2065167.62,2886209.967,2621380.233,2060674.254,1549541.256,2329927.966,1886661.285,2094091.078,2267673.647,5040710.68,4666635.173,4785573.864,3394737.91,2953996.788,874579.472,1660325,2231058.83,1780886.826,1495614.873,1903414.79,1
Curcurbitacin IIA,1230492.2,2645143.259,4360592.188,1941749.572,2702917.805,2590629.994,2283156.552,2197002.723,1909395.274,2065928.325,3575566.891,1638766.686,1019384.713,920372.4037,1015420.965,874154.3778,725837.1959,731590.1961,1136775.67,825989.8355,858908.3797,767225.7078,704971.7111,757483.8033,623051.1118,743050.1887,768261.0313,816836.0332,712841.5058,681407.2965,746561.859,756069.5598,751793.8255,767820.3979,802069.295,802082.6589,0
Oxyresveratrol,2781596.807,2530813.93,2728331.915,2969657.989,3847136.358,2510213.171,3038305.965,3311242.402,3651544.276,2930656.641,3354805.432,3270021.831,2307156.025,2278737.521,2443709.699,2048977.874,1884483.748,1667953.365,2488405.54,2306319.986,2745893.898,2814830.286,2411273.083,2287283.427,2351627.731,2264272.455,2379692.362,2435566.302,2201146.698,2252430.17,2981810.972,2878356.597,2689628.316,2678714.462,2723824.616,3029052.01,0
Neosaxitoxin,3228258.145,2986099.515,2838327.325,3366574.61,4569864.059,3734615.653,750522.681,2429589.269,2222641.362,2540188.037,2571430.623,2344983.311,2862836.668,3357573.587,2414783.884,3097031.967,2325257.579,2285358.308,2456674.631,2034349.322,2428404.402,1959178.923,2218524.24,2963489.152,1995931.248,2010074.205,2329891.539,1957410.504,2954568.023,2492122.546,2564567.59,2259515.878,2449629.575,2067416.567,419122.5615,2724192.257,1
Ophiopogonanone C,932593.2039,1440309.356,1069635.029,1438002.785,1063170.784,874066.1922,3448110.803,2600931.747,2962449.554,3451247.575,2348997.501,1958335.514,1367377.47,1012780.13,987057.1941,767756.3495,881371.6136,890961.1305,637032.0316,602235.836,720935.8962,425833.5379,493765.8608,330433.6084,1163437.721,1235050.702,1181610.165,1100876.539,1011525.226,980864.8612,4470218.295,5165821.25,5282507.853,4581420.255,5841724.814,5687915.917,0
4-amino-6-chloro-3-cinnolinecarboxamide,1671157.373,260298.6825,1087009.324,1224178.977,2468610.258,1562712.176,2290490.569,2339600.767,1961605.442,1735262.254,3052277.658,2091084.293,1799952.49,1904376.7,1609202.798,1773670.872,1101977.175,1668426.469,3581650.524,2896940.487,3990067.342,3510925.315,3966994.601,3834498.206,3611453.78,2216402.007,2356814.478,3238201.367,2905687.129,2232609.751,5027985.158,4803487.614,3344397.486,2943280.191,4241234.599,3888038.495,0
Polydatin,3037255.135,3882272.046,3679565.826,3090955.666,4268396.8,2056446.732,2418286.514,3579616.614,3057510.718,3444856.29,2329739.013,2699697.312,2084762.571,2818621.357,3235391.724,710893.6719,3585715.099,2671519.671,2759272.699,2944813.721,2506791.267,3078937.268,2312941.736,2802118.959,1686702.245,1463488.374,1197327.972,1703823.701,1646395.909,2000910.357,3086195.203,1735435.287,1711300.117,657807.4103,1422668.7,1161907.39,0
Flavokawain B,3027178.378,4245153.424,3895308.578,2339612.112,3174010.275,3708855.189,1688492.643,1521889.437,1630178.086,1725139.941,1563691.997,1639814.196,1814010.172,1936385.733,1580764.823,1244163.333,1448216.843,2681238.687,1748792.705,2182710.378,1958054.943,1746950.194,1699613.217,2020034.083,1329609.739,1239745.118,984666.8408,1121590.644,1251185.332,896913.7678,1465840.276,1077292.079,1306190.887,1125118.667,2860061.818,1264907.493,1
Furanodiene,1758024.809,1844926.399,2397229.197,2056015.894,1431755.603,1890643.882,2402949.54,2806151.517,2436225.201,1948869.162,2260419.724,2196154.238,2608824.035,2616603.044,1990920.476,3460022.399,2785791.718,1984978.694,2808998.858,2232025.068,2500333.103,3364984.345,2065628.436,2253549.907,3022297.327,3039247.61,3619301.483,2652209.076,2630755.741,2683104.978,1263121.358,1500300.233,1567539.132,1474873.005,1424063.746,1237341.216,0
"4-(3-methoxy-5,6-dihydrobenzo[c]acridin-7-yl)morpholine",1107591.705,824734.5733,657804.8934,702242.3937,895639.8026,829657.7876,1523447.065,1445245.147,1858434.484,2243123.75,1989015.41,2376188.473,3865126.238,2458965.038,2997310.4,3166242.053,2978433.912,2760873.156,1180308.828,1800098.731,1696397.141,1254057.153,1795983.055,2254980.051,2177966.375,3598493.075,3915799.293,2929226.531,2490373.299,2185584.218,1249520.424,954086.2607,1273785.37,2110629.74,1161639.57,1274303.288,1
Roburic acid,1599682.155,1183305.265,1782281.116,1761276.248,1690085.959,1696392.398,2937589.862,2130080.44,2581170.676,2258332.804,3371843.656,2175707.64,1697971.594,1838768.054,1506152.585,1690367.156,1715910.342,1423111.745,1735805.375,2198638.16,1962929.117,2714335.097,3176943.331,2542747.345,1207706.273,1226913.325,1072132.594,1675705.865,1335296.056,1115882.99,1185844.575,1173816.07,1300648.626,1031337.42,1037198.374,1769049.767,1
N-[(-)-Jasmonoyl]-(L)-Isoleucine,1832787.048,1478219.442,1628635.826,1665082.948,1691415.691,1477836.245,1373461.662,1402047.63,1250962.518,1497837.515,1530973.41,1653794.82,1529578.63,1856925.344,1099525.43,3310757.808,1968664.457,2298929.347,1246537.536,1637382.245,2114834.404,1637456.286,3117554.633,2026705.478,1996305.089,2777956.993,2279572.463,2426676.981,2860707.233,3432611.008,2527603.326,2651022.943,3099434.612,2943390.838,2897158.024,3126103.335,0
4'-Hydroxypropiophenone,1739052.852,4347955.608,3920331.843,1824189.931,2638874.835,2602933.617,1517515.627,2216175.121,2493949.174,1663069.71,2702163.304,2282232.119,1982005.97,1694428.543,2305906.786,1606401.14,1865714.386,1891886.086,2218527.027,1910543.364,2440885.93,2697852.998,1879131.038,1971209.218,2197954.705,2979991.727,2400592.145,1979314.911,1978491.358,1978242.803,2752057.791,2974059.605,2754573.028,2142188.44,2528497.732,2489966.994,0
N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,3716698.934,3490754.825,2128629.291,3659887.806,1746616.264,1881511.843,1170837.673,1764554.244,2952931.713,1949317.996,1529534.647,1672906.303,1390827.721,1396390.023,1637244.019,1094491.104,1673129.607,1280316.413,2054487.635,2521096.108,1115775.627,978708.8196,1102918.467,1635532.664,1523134.785,2961700.421,2636211.81,2605252.545,1483497.804,1296032.539,1643552.301,2852262.742,1403257.114,1563430.706,1558000.125,1850655.238,0
Perillartine,918720.0267,693379.4792,642269.5755,321681.2503,773871.8355,885479.5767,1036537.472,1499866.529,1162968.744,1335913.848,1917502.411,1858017.088,2197014.01,2187665.407,2151985.969,3152157.028,2625572.74,2646645.515,809127.0275,879455.3822,684828.6174,435139.266,1186769.402,1493151.445,1499267.556,926166.0784,1038516.049,957158.0593,1458914.918,1394536.117,1370535.712,1286900.074,1812766.874,3136609.865,2277750.305,1562531.871,1
Shikonin,2424525.698,2364745.809,2073178.269,2199978.349,2452024.702,2065733.221,2382134.435,2375936.956,2091442.102,2350173.386,2096594.54,1354209.081,2108554.046,1556930.72,2220369.948,1987521.361,2007392.592,2201948.489,1834582.376,1806486.77,2053318.441,1914660.081,2473848.196,1879175.025,1610330.745,3334425.494,2591143.615,4098343.007,2222921.001,2315451.055,3029519.095,3824463.269,1837423.814,1629837.454,1855162.695,1910470.487,0
Cortisone,2108113.48,3239318.457,2615294.318,1862775.038,3948410.231,2564262.391,2938067.107,2209237.106,1922820.029,1371152.285,2671985.007,1800630.406,2915670.167,2650925.642,1955790.569,2174478.841,2589292.707,1151064.478,1650556.939,2260295.481,1515147.108,3190918.543,2614393.828,2447285.429,1255558.612,1664266.851,1425586.713,1401087.632,1326846.97,2117877.838,1100648.981,2792727.199,1965297.246,1497042.596,1757036.104,1317121.317,0
"8,8-dimethyl-2-phenyl-4H,8H-pyrano[2,3-h]chromen-4-one",2212292.46,2453950.049,1868081.608,2185530.233,3925454.979,2083986.441,1806664.674,1973031.804,1453028.868,1697959.59,1631459.854,1296649.636,1326801.478,854482.584,786324.1095,1061821.348,637429.6318,518042.152,899510.7933,964080.7981,913924.8925,911920.7473,884158.8065,993424.973,1226595.647,824959.2689,887103.5118,1463869.968,711700.9009,1021299.639,1329741.729,1078604.986,1370163.214,894926.9585,2065850.751,906671.4758,0
Schisandrin B,1931063.811,3769900.2,2740701.124,2554245.282,3245072.276,2995175.724,2665612.468,3543908.711,2532285.858,2992968.453,2258228.715,2571584.931,2934832.154,1968924.307,2533247.635,1887159.382,1442906.105,2124406.257,3615429.816,1687264.025,2743489.063,2520727.608,2543379.331,1175227.126,2571252.682,3544277.17,3477872.979,2627308.02,2696492.195,3306966.982,3412180.9,4197876.527,3292294.619,3992729.026,3406155.122,3004611.401,0
8-Aminooctanoic acid,371400.2727,260150.6515,245004.3365,269000.415,462744.0161,262583.564,276580.7601,254897.4036,245088.5517,252124.2095,277352.7773,250652.1896,990760.5655,878880.619,792635.309,748642.7489,866516.3553,953062.0324,1405969.988,1410527.11,1421404.794,1463594.472,1287778.691,1377977.425,2688921.819,2481487.462,3049854.872,2513408.993,2268410.987,1687335.885,5001077.453,5155441.717,4685275.146,3186477.456,4557658.681,4840351.323,0
Acetylharpagide,3201688.442,1870445.31,2274632.069,2169585.69,2645215.504,2249618.58,2217981.902,2400886.977,3058057.107,2779346.171,2119040.982,2348521.81,2923521.89,2048813.568,2623078.752,2546635.032,2187916.119,2410983.229,2027981.587,1119300.233,2482528.985,2731352.266,2535344.463,2369714.982,1857385.263,2647160.752,2577130.999,1918715.206,2145493.205,2446789.957,2210764.581,2007043.282,2474207.555,2333846.5,2196916.759,3133614.552,0
Isoanhydroicaritin,2884269.033,2811159.861,3045724.246,3992055.449,2842947.553,3169278.104,3256336.379,2952402.478,1025272.273,3154276.508,2216390.878,2614109.478,2645564.603,2057824.128,2134114.335,1943097.022,1651115.269,1783453.123,3018120.534,2685342.303,583690.7847,3314286.807,1079015.322,2528288.104,1904876.609,3186987.557,2453975.51,634790.0846,1879037.453,2254667.891,3419829.513,3068260.597,2805935.246,2597227.12,3367931.118,896909.4675,0
Indole-3-carboxylic acid,1970023.852,2249468.797,1670695.874,1999568.049,3178934.56,2090611.622,2060925.097,2043873.595,1774821.216,1785264.082,2021646.621,1465766.206,1328513.714,1108891.334,1199582.027,1163881.394,961125.9504,1076259.073,2867414.931,3110466.077,2934606.651,3256205.795,2790680.344,2939896.282,2668497.409,3744693.965,3003072.412,3894991.017,3654672.741,3055165.798,3576136.214,3039347.176,2815369.226,3074987.133,3356568.566,3108003.323,0
Palmitoylethanolamide,1949502.952,2516703.456,1339713.053,1386855.82,1681004.914,1405532.368,1405490.147,1193449.929,1552416.118,1518135.967,1180335.999,1654136.105,1592540.525,1278908.624,1304023.162,1557744.124,1147064.527,1383541.346,1153334.407,1451492.886,1174389.374,1315822.826,1557676.913,1007897.944,1675032.306,1932056.647,1680129.013,1946518.091,1672638.255,1388075.464,4442205.158,3978649.542,4479913.084,3623049.923,5331668.639,2515441.156,0
Tangeretin,1888364.241,2679724.813,2075113.066,2446329.845,943062.8331,1760080.097,2324842.235,2415708.197,1948234.35,2296031.434,1806952.201,1722926.608,745376.6565,591089.623,831561.902,545958.2698,486449.0931,738497.3512,2446914.022,1977527.435,2836372.071,2585131.3,2649733.852,3185017.839,1487877.193,1986528.629,1972318.938,1180550.499,1667255.602,1508317.038,2151850.26,2298808.286,2357802.275,2052797.649,2076115.84,2384441.395,0
Forskolin,1554764.296,2787853.062,1751970.522,1937294.154,2508042.874,1992816.788,1756758.399,1892081.417,2387566.324,1772124.926,2960202.247,2478295.785,1635604.222,1638221.908,1868281.529,2099913.35,2578239.693,1830976.268,1698341.604,1732766.49,1468430.774,2325732.839,2067111.18,2035747.11,3369066.535,2876454.726,3468136.127,2225611.598,2820472.207,3379612.901,1256188.094,1304846.512,1225864.574,1568546.301,1044492.363,1231944.958,0
Cimifugin,3353246.307,2110955.32,2050805.733,2780292.298,3586878.184,2433084.607,2789848.753,2054918.819,2520428.263,1876536.417,2184882.358,2017431.485,899556.2454,1556930.72,1723684.811,1952852.617,1906258.135,1843090.632,1596885.395,1900455.135,2131860.146,2438625.902,2067459.352,2109958.547,1575271.075,1558813.836,1485305.54,1634803.18,1683739.226,1427697.711,1917475.107,1675743.5,1893658.539,1548509.452,1554946.488,2116341.485,0
N-Acetyl-L-Tyrosine,2665305.978,1661246.028,1763791.223,2331285.227,2969515.559,1889846.574,2165073.885,2309413.544,2257464.466,2721965.519,2791602.911,2300831.284,2805314.614,2956301.632,3178098.218,2492231.098,2415386.708,2603431.909,2049544.971,1940620.872,2126246.317,2912983.82,2129789.678,2327882.782,2215951.683,2863437.165,2489201.096,2177914.087,2514317.165,3245915.328,4000997.828,5017067.622,2209982.808,2184995.046,5090453.522,2522311.818,0
Isorhamnetin-3-glucoside,1653750.64,1596065.977,1327451.746,1601183.441,2620750.295,1341226.065,2643259.786,3262800.244,2846929.986,2846181.215,2361145.199,2906652.69,2649326.446,1990241.736,2239022.338,2200961.225,1769874.601,1791988.387,1927616.309,2427037.033,2099525.126,1943979.356,1883534.964,1608482.452,1367743.448,994093.7997,1070138.372,925842.1534,1178236.299,1259913.714,1686557.857,1593650.45,1255619.848,1026871.619,1028710.642,1383065.14,1
Astragaloside A,962867.8794,757336.6081,1763137.683,3391300.881,1590214.582,858004.5117,1374175.333,776831.8958,924101.72,798799.9458,959312.0077,394378.5836,1204993,1081240.651,1085229.194,922330.9098,1228767.786,885742.2585,2138272.606,3346233.123,2089011.172,2503975.529,2733652.563,1885462.184,658224.6446,1373565.633,859763.2697,946727.8108,818517.3741,839134.7976,1076744.665,990667.5882,1017712.227,1051420.347,1035308.402,1482685.674,0
Ginkgolic Acid (C13:0),1842722.014,1404442.133,1112119.101,1417073.594,1665659.069,1355118.216,2003293.465,2020652.882,2478639.398,1704023.387,2470364.551,1990449.176,1621476.648,1509756.217,1803049.105,2153606.076,2291056.885,1406514.273,1541706.032,1565850.006,1582873.881,2887345.255,1661367.585,2100311.297,3801966.324,2331907.05,2670882.8,3040207.371,2608138.208,2542536.67,1670585.985,1748307.879,1527963.115,1982415.619,1811458.857,1806170.411,0
Oleanolic acid,448326.4089,554730.1973,437752.5976,566112.1278,482492.3584,568710.5283,596926.5712,544346.3649,581977.022,466879.2254,492307.6604,384511.1408,432424.9312,502209.3067,429171.1318,417748.5672,2801483.129,371317.5344,384900.3788,540577.9797,524234.0292,716567.8956,582098.7248,626212.092,297522.8704,348286.9165,252944.9674,365366.4828,288375.1108,351104.8091,380313.8961,378187.1846,495879.6569,302629.4775,467956.3498,553645.4041,0
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one",1397239.485,1797747.197,1782541.269,2218553.242,3286607.545,2512610.319,2048793.551,1856476.128,2130079.177,2633073.091,2735933.48,1833670.253,1532603.478,600869.9838,1472699.002,2136908.153,1890632.67,2112076.482,1244746.636,1345028.147,968662.3394,1358599.45,1186416.916,2112270.725,927200.2496,839496.9952,882450.1854,898821.4548,853582.5978,909135.3275,960548.206,674689.8578,939277.6011,1402693.541,834579.5962,1102023.543,0
2-(methylthio)nicotinamide,1696694.268,2530770.713,2649887.761,2344330.659,2247335.036,1844960.961,2299362.735,2510145.261,1685931.465,2465535.602,1885319.357,2385507.799,1878084.748,2159258.705,2608462.981,2089562.897,2055547.125,2674326.951,2961374.359,2547253.473,2942885.02,2649038.731,2855481.296,2919447.666,2034442.908,4191252.117,3813864.057,2542906.829,3256607.024,3035046.817,3310539.507,4726906.783,4016748.55,4067257.017,3439683.995,3130704.258,0
"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one",1046158.899,548289.4165,603666.446,614054.61,1245118.327,863628.1506,2123496.29,1188698.888,1829656.938,1373421.496,2704466.535,1544722.32,1784923.515,568207.4243,2311432.596,1148349.395,2292921.282,2311809.832,1376697.954,1011730.488,1608893.736,1658470.155,1431117.432,1766112.268,952175.289,938296.1181,661137.8306,699176.4771,1055783.81,1628005.183,325536.5279,618115.5254,385779.2974,246693.4998,266860.8675,401593.7249,1
Asp-phe,1762075.394,1337497.565,1040745.856,1220277.308,1700422.53,1870610.544,1284483.76,1476307.728,1428336.687,1566355.102,1804773.09,1940244.986,1679193.138,1997111.606,1937438.808,2315392.138,2726151.532,2732462.333,784364.4517,1010482.816,669179.9315,765338.4795,2362499.063,1518397.198,2323264.781,2190036.688,1961795.092,1709809.733,2464407.535,2155509.665,2692842.661,2249216.645,2515470.484,2556969.454,2820361.941,2279262.806,0
"4-(3,4-dihydro-2H-1,5-benzodioxepin-7-ylamino)-4-oxobutanoic acid",2189149.946,1581291.386,1598195.551,1569819.988,2787237.638,1756804.012,2088140.109,2169863.807,1979041.495,1970079.154,2648667.367,1950741.465,1758723.763,1741579.109,1431701.95,1673923.476,1193606.627,1556189.678,1761751.362,1264373.821,1299500.669,1690892.342,1742165.982,1704997.364,1376640.59,1206603.175,1215877.36,2057904.748,1318188.682,1686745.747,1514756.995,1250225.996,1351314.06,880227.2498,1366283.438,1405286.395,0
Kavain,2465652.125,1608448.608,1809016.255,2145927.122,3293353.297,1908316.775,2175211.525,1487053.273,1466498.261,1400732.756,1882480.684,1501027.903,1381585.853,1239623.146,1263490.619,934643.4516,1032068.951,987247.4267,1449549.937,1434229.908,1598128.453,1614275.805,1259494.275,1588454.883,1124953.914,1243696.311,1378987.149,1042942.568,1377464.483,1035003.018,1752957.868,1168136.32,1169947.183,1033136.663,1039134.469,1076731.157,0
Salvianolic acid C,1048467.785,1073343.315,1081392.772,883859.8092,1305980.648,1099522.969,1262614.739,1134153.294,1418900.446,1259641.881,1207662.235,1124545.134,1287158.281,1005634.992,1469432.55,1176973.945,1363026.677,1082622.199,1293138.76,1255201.291,1200648.753,1201288.092,740417.4688,1141131.024,1553642.898,1157898.241,1718120.253,1076311.176,1188108.554,2306882.99,1597018.763,1646642.04,1452958.401,4283487.777,1339759.316,796538.4887,0
Monensin,1193799.899,2393436.133,1617077.434,742124.9026,884791.0417,724924.6154,712031.8012,657073.1444,836976.5557,938909.4923,989145.9273,1327167.619,1922203.452,1779740.927,1423944.495,1913743.643,1373693.307,1558978.621,2482212.312,2747160.846,1985673.892,1429961.874,2955951.044,1441801.384,1524223.39,1186258.362,1546585.435,179489.2187,1278213.054,1594087.505,1775544.007,1952762.864,2425600.09,1378547.967,2531554.169,1006589.073,0
Oroxin B,1772426.735,1340924.125,1172875.547,1447344.855,1990928.723,1235859.397,1328685.909,1435112.257,1666742.916,1323740.428,1736443.772,1367976.577,2638530.573,2040971.986,2472112.093,2500072.267,2378069.305,2206334.441,1655339.547,1432648.29,1526823.119,1984872.115,1575804.98,1875877.458,958467.0414,866537.2927,838721.2925,927925.9721,976740.5941,1085341.55,1469613.073,1329280.045,1537238.287,1325887.7,1171021.229,1294656.609,0
